Season,Site,Cage Number,Treatment,N,WeekOriginal ,Week,Ulva,Sand,Red Filamentous Type 1,Red Filamentous Type 2,Brown foliose algae,Coarsely Branched Red Algae,Asparagopsis,Fish,Urchin,Snail,Shell,Sum,Algae
COLD,CM,5,None present,No N,9,13,88,9,1,0,2,0,0,0,0,0,0,100,91
COLD,CM,5,None present,No N,10,14,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,6,Fish only,N+,1,5,75,8,17,0,0,0,0,0,0,0,0,100,92
COLD,CM,6,Fish only,N+,2,6,77,4,19,0,0,0,0,0,0,0,0,100,96
COLD,CM,6,Fish only,N+,3,7,86,6,8,0,0,0,0,0,0,0,0,100,94
COLD,CM,6,Fish only,N+,4,8,85,5,10,0,0,0,0,0,0,0,0,100,95
COLD,CM,6,Fish only,N+,5,9,95,3,2,0,0,0,0,0,0,0,0,100,97
COLD,CM,6,Fish only,N+,6,10,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,6,Fish only,N+,7,11,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,6,Fish only,N+,8,12,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,6,Fish only,N+,9,13,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,6,Fish only,N+,10,14,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,7,All present,No N,1,5,97,0,3,0,0,0,0,0,0,0,0,100,100
COLD,CM,7,All present,No N,2,6,99,0,0,0,0,0,0,0,0,0,1,100,99
COLD,CM,7,All present,No N,3,7,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,7,All present,No N,4,8,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,7,All present,No N,5,9,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,7,All present,No N,6,10,97,0,0,0,0,0,0,3,0,0,0,100,97
COLD,CM,7,All present,No N,7,11,97,0,0,0,3,0,0,0,0,0,0,100,100
COLD,CM,7,All present,No N,8,12,98,1,0,0,0,0,0,0,1,0,0,100,98
COLD,CM,7,All present,No N,9,13,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,7,All present,No N,10,14,96,0,4,0,0,0,0,0,0,0,0,100,100
COLD,CM,8,None present,N+,1,5,26,11,51,10,2,0,0,0,0,0,0,100,89
COLD,CM,8,None present,N+,2,6,38,12,36,11,3,0,0,0,0,0,0,100,88
COLD,CM,8,None present,N+,3,7,52,7,24,5,12,0,0,0,0,0,0,100,93
COLD,CM,8,None present,N+,4,8,44,5,7,3,41,0,0,0,0,0,0,100,95
COLD,CM,8,None present,N+,5,9,42,3,2,0,53,0,0,0,0,0,0,100,97
COLD,CM,8,None present,N+,6,10,62,10,2,1,25,0,0,0,0,0,0,100,90
COLD,CM,8,None present,N+,7,11,65,3,0,0,32,0,0,0,0,0,0,100,97
COLD,CM,8,None present,N+,8,12,55,15,0,0,29,0,0,1,0,0,0,100,84
COLD,CM,8,None present,N+,9,13,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,8,None present,N+,10,14,89,10,0,0,0,0,0,0,0,1,0,100,89
COLD,CM,9,Fish only,No N,1,5,56,4,40,0,0,0,0,0,0,0,0,100,96
COLD,CM,9,Fish only,No N,2,6,57,3,40,0,0,0,0,0,0,0,0,100,97
COLD,CM,9,Fish only,No N,3,7,63,16,21,0,0,0,0,0,0,0,0,100,84
COLD,CM,9,Fish only,No N,4,8,95,3,2,0,0,0,0,0,0,0,0,100,97
COLD,CM,9,Fish only,No N,5,9,96,3,0,0,0,0,0,0,0,0,1,100,96
COLD,CM,9,Fish only,No N,6,10,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,9,Fish only,No N,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,9,Fish only,No N,8,12,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,9,Fish only,No N,9,13,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,9,Fish only,No N,10,14,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,10,None present,N+,1,5,38,19,33,10,0,0,0,0,0,0,0,100,81
COLD,CM,10,None present,N+,2,6,48,8,29,15,0,0,0,0,0,0,0,100,92
COLD,CM,10,None present,N+,3,7,68,5,17,7,3,0,0,0,0,0,0,100,95
COLD,CM,10,None present,N+,4,8,65,8,6,2,19,0,0,0,0,0,0,100,92
COLD,CM,10,None present,N+,5,9,72,4,13,1,10,0,0,0,0,0,0,100,96
COLD,CM,10,None present,N+,6,10,91,4,3,2,0,0,0,0,0,0,0,100,96
COLD,CM,10,None present,N+,7,11,95,2,2,0,0,0,0,0,0,0,1,100,97
COLD,CM,10,None present,N+,8,12,93,5,0,0,2,0,0,0,0,0,0,100,95
COLD,CM,10,None present,N+,9,13,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,10,None present,N+,10,14,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,11,None present,No N,1,5,86,0,2,7,5,0,0,0,0,0,0,100,100
COLD,CM,11,None present,No N,2,6,82,0,10,0,8,0,0,0,0,0,0,100,100
COLD,CM,11,None present,No N,3,7,55,8,1,1,35,0,0,0,0,0,0,100,92
COLD,CM,11,None present,No N,4,8,59,8,0,0,33,0,0,0,0,0,0,100,92
COLD,CM,11,None present,No N,5,9,74,0,0,0,26,0,0,0,0,0,0,100,100
COLD,CM,11,None present,No N,6,10,80,9,0,0,11,0,0,0,0,0,0,100,91
COLD,CM,11,None present,No N,7,11,76,2,0,0,22,0,0,0,0,0,0,100,98
COLD,CM,11,None present,No N,8,12,64,36,0,0,0,0,0,0,0,0,0,100,64
COLD,CM,11,None present,No N,9,13,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,11,None present,No N,10,14,93,4,0,0,0,0,0,3,0,0,0,100,93
COLD,CM,12,None present,N+,1,5,5,44,51,0,0,0,0,0,0,0,0,100,56
COLD,CM,12,None present,N+,2,6,5,39,56,0,0,0,0,0,0,0,0,100,61
COLD,CM,12,None present,N+,3,7,39,59,0,2,0,0,0,0,0,0,0,100,41
COLD,CM,12,None present,N+,4,8,81,15,4,0,0,0,0,0,0,0,0,100,85
COLD,CM,12,None present,N+,5,9,83,15,0,0,2,0,0,0,0,0,0,100,85
COLD,CM,12,None present,N+,6,10,77,18,0,0,5,0,0,0,0,0,0,100,82
COLD,CM,12,None present,N+,7,11,87,5,0,0,7,1,0,0,0,0,0,100,95
COLD,CM,12,None present,N+,8,12,77,3,0,0,20,0,0,0,0,0,0,100,97
COLD,CM,12,None present,N+,9,13,71,10,0,0,19,0,0,0,0,0,0,100,90
COLD,CM,12,None present,N+,10,14,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,13,None present,No N,1,5,5,47,44,4,0,0,0,0,0,0,0,100,53
COLD,CM,13,None present,No N,2,6,15,38,15,32,0,0,0,0,0,0,0,100,62
COLD,CM,13,None present,No N,3,7,34,64,2,0,0,0,0,0,0,0,0,100,36
COLD,CM,13,None present,No N,4,8,65,31,4,0,0,0,0,0,0,0,0,100,69
COLD,CM,13,None present,No N,5,9,65,21,14,0,0,0,0,0,0,0,0,100,79
COLD,CM,13,None present,No N,6,10,71,29,0,0,0,0,0,0,0,0,0,100,71
COLD,CM,13,None present,No N,7,11,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,13,None present,No N,8,12,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,13,None present,No N,9,13,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,13,None present,No N,10,14,55,45,0,0,0,0,0,0,0,0,0,100,55
COLD,CM,14,None present,N+,1,5,29,11,47,6,7,0,0,0,0,0,0,100,89
COLD,CM,14,None present,N+,2,6,35,3,43,10,9,0,0,0,0,0,0,100,97
COLD,CM,14,None present,N+,3,7,32,11,28,7,15,0,7,0,0,0,0,100,89
COLD,CM,14,None present,N+,4,8,12,6,0,6,76,0,0,0,0,0,0,100,94
COLD,CM,14,None present,N+,5,9,41,5,18,0,36,0,0,0,0,0,0,100,95
COLD,CM,14,None present,N+,6,10,40,14,0,16,28,0,1,0,0,0,1,100,85
COLD,CM,14,None present,N+,7,11,26,17,0,23,32,0,2,0,0,0,0,100,83
COLD,CM,14,None present,N+,8,12,69,31,0,0,0,0,0,0,0,0,0,100,69
COLD,CM,14,None present,N+,9,13,89,11,0,0,0,0,0,0,0,0,0,100,89
COLD,CM,14,None present,N+,10,14,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,15,Fish only,No N,1,5,29,37,20,14,0,0,0,0,0,0,0,100,63
COLD,CM,15,Fish only,No N,2,6,59,23,0,18,0,0,0,0,0,0,0,100,77
COLD,CM,15,Fish only,No N,3,7,81,16,0,3,0,0,0,0,0,0,0,100,84
COLD,CM,15,Fish only,No N,4,8,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,15,Fish only,No N,5,9,79,12,0,9,0,0,0,0,0,0,0,100,88
COLD,CM,15,Fish only,No N,6,10,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,15,Fish only,No N,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,15,Fish only,No N,8,12,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,15,Fish only,No N,9,13,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,15,Fish only,No N,10,14,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,16,Fish only,No N,1,5,96,0,4,0,0,0,0,0,0,0,0,100,100
COLD,CM,16,Fish only,No N,2,6,94,3,0,3,0,0,0,0,0,0,0,100,97
COLD,CM,16,Fish only,No N,3,7,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,16,Fish only,No N,4,8,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,16,Fish only,No N,5,9,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,16,Fish only,No N,6,10,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,16,Fish only,No N,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,16,Fish only,No N,8,12,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,16,Fish only,No N,9,13,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,16,Fish only,No N,10,14,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,17,Fish only,No N,1,5,78,11,0,11,0,0,0,0,0,0,0,100,89
COLD,CM,17,Fish only,No N,2,6,85,12,0,3,0,0,0,0,0,0,0,100,88
COLD,CM,17,Fish only,No N,3,7,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,17,Fish only,No N,4,8,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,17,Fish only,No N,5,9,88,12,0,0,0,0,0,0,0,0,0,100,88
COLD,CM,17,Fish only,No N,6,10,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,17,Fish only,No N,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,17,Fish only,No N,8,12,94,6,0,0,0,0,0,0,0,0,0,100,94
COLD,CM,17,Fish only,No N,9,13,86,14,0,0,0,0,0,0,0,0,0,100,86
COLD,CM,17,Fish only,No N,10,14,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,18,All present,N+,1,5,18,18,53,11,0,0,0,0,0,0,0,100,82
COLD,CM,18,All present,N+,2,6,58,2,40,0,0,0,0,0,0,0,0,100,98
COLD,CM,18,All present,N+,3,7,56,19,17,8,0,0,0,0,0,0,0,100,81
COLD,CM,18,All present,N+,4,8,75,25,0,0,0,0,0,0,0,0,0,100,75
COLD,CM,18,All present,N+,5,9,87,7,0,0,0,0,0,0,6,0,0,100,87
COLD,CM,18,All present,N+,6,10,69,31,0,0,0,0,0,0,0,0,0,100,69
COLD,CM,18,All present,N+,7,11,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,18,All present,N+,8,12,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,18,All present,N+,9,13,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,18,All present,N+,10,14,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,19,Urchins Only,N+,1,5,91,7,0,0,0,0,0,0,2,0,0,100,91
COLD,CM,19,Urchins Only,N+,2,6,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,19,Urchins Only,N+,3,7,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,19,Urchins Only,N+,4,8,66,18,0,0,0,0,0,0,16,0,0,100,66
COLD,CM,19,Urchins Only,N+,5,9,80,20,0,0,0,0,0,0,0,0,0,100,80
COLD,CM,19,Urchins Only,N+,6,10,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,19,Urchins Only,N+,7,11,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,19,Urchins Only,N+,8,12,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,19,Urchins Only,N+,9,13,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,19,Urchins Only,N+,10,14,92,8,0,0,0,0,0,0,0,0,0,100,92
COLD,CM,20,Fish only,N+,1,5,25,11,64,0,0,0,0,0,0,0,0,100,89
COLD,CM,20,Fish only,N+,2,6,37,20,34,9,0,0,0,0,0,0,0,100,80
COLD,CM,20,Fish only,N+,3,7,66,26,0,2,0,6,0,0,0,0,0,100,74
COLD,CM,20,Fish only,N+,4,8,81,15,0,0,0,4,0,0,0,0,0,100,85
COLD,CM,20,Fish only,N+,5,9,88,11,0,1,0,0,0,0,0,0,0,100,89
COLD,CM,20,Fish only,N+,6,10,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,20,Fish only,N+,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,20,Fish only,N+,8,12,94,6,0,0,0,0,0,0,0,0,0,100,94
COLD,CM,20,Fish only,N+,9,13,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,20,Fish only,N+,10,14,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,21,Urchins Only,No N,1,5,82,16,2,0,0,0,0,0,0,0,0,100,84
COLD,CM,21,Urchins Only,No N,2,6,72,28,0,0,0,0,0,0,0,0,0,100,72
COLD,CM,21,Urchins Only,No N,3,7,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,21,Urchins Only,No N,4,8,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,21,Urchins Only,No N,5,9,85,15,0,0,0,0,0,0,0,0,0,100,85
COLD,CM,21,Urchins Only,No N,6,10,94,6,0,0,0,0,0,0,0,0,0,100,94
COLD,CM,21,Urchins Only,No N,7,11,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,21,Urchins Only,No N,8,12,78,22,0,0,0,0,0,0,0,0,0,100,78
COLD,CM,21,Urchins Only,No N,9,13,79,21,0,0,0,0,0,0,0,0,0,100,79
COLD,CM,21,Urchins Only,No N,10,14,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,22,Fish only,N+,1,5,20,39,27,14,0,0,0,0,0,0,0,100,61
COLD,CM,22,Fish only,N+,2,6,35,18,12,35,0,0,0,0,0,0,0,100,82
COLD,CM,22,Fish only,N+,3,7,61,28,11,0,0,0,0,0,0,0,0,100,72
COLD,CM,22,Fish only,N+,4,8,80,6,0,0,0,0,0,0,14,0,0,100,80
COLD,CM,22,Fish only,N+,5,9,89,11,0,0,0,0,0,0,0,0,0,100,89
COLD,CM,22,Fish only,N+,6,10,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,22,Fish only,N+,7,11,91,8,0,0,0,0,0,0,1,0,0,100,91
COLD,CM,22,Fish only,N+,8,12,82,18,0,0,0,0,0,0,0,0,0,100,82
COLD,CM,22,Fish only,N+,9,13,89,11,0,0,0,0,0,0,0,0,0,100,89
COLD,CM,22,Fish only,N+,10,14,90,10,0,0,0,0,0,0,0,0,0,100,90
COLD,CM,23,Fish only,No N,1,5,6,88,6,0,0,0,0,0,0,0,0,100,12
COLD,CM,23,Fish only,No N,2,6,25,66,0,9,0,0,0,0,0,0,0,100,34
COLD,CM,23,Fish only,No N,3,7,42,32,26,0,0,0,0,0,0,0,0,100,68
COLD,CM,23,Fish only,No N,4,8,56,20,24,0,0,0,0,0,0,0,0,100,80
COLD,CM,23,Fish only,No N,5,9,78,22,0,0,0,0,0,0,0,0,0,100,78
COLD,CM,23,Fish only,No N,6,10,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,23,Fish only,No N,7,11,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,23,Fish only,No N,8,12,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,23,Fish only,No N,9,13,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,23,Fish only,No N,10,14,86,14,0,0,0,0,0,0,0,0,0,100,86
COLD,CM,24,Fish only,No N,1,5,52,18,30,0,0,0,0,0,0,0,0,100,82
COLD,CM,24,Fish only,No N,2,6,64,9,0,27,0,0,0,0,0,0,0,100,91
COLD,CM,24,Fish only,No N,3,7,82,16,0,2,0,0,0,0,0,0,0,100,84
COLD,CM,24,Fish only,No N,4,8,93,3,0,4,0,0,0,0,0,0,0,100,97
COLD,CM,24,Fish only,No N,5,9,78,22,0,0,0,0,0,0,0,0,0,100,78
COLD,CM,24,Fish only,No N,6,10,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,24,Fish only,No N,7,11,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,24,Fish only,No N,8,12,79,21,0,0,0,0,0,0,0,0,0,100,79
COLD,CM,24,Fish only,No N,9,13,98,2,0,0,0,0,0,0,0,0,0,100,98
COLD,CM,24,Fish only,No N,10,14,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,25,Urchins Only,N+,1,5,19,39,42,0,0,0,0,0,0,0,0,100,61
COLD,CM,25,Urchins Only,N+,2,6,30,18,41,11,0,0,0,0,0,0,0,100,82
COLD,CM,25,Urchins Only,N+,3,7,45,17,35,3,0,0,0,0,0,0,0,100,83
COLD,CM,25,Urchins Only,N+,4,8,62,18,20,0,0,0,0,0,0,0,0,100,82
COLD,CM,25,Urchins Only,N+,5,9,79,19,0,2,0,0,0,0,0,0,0,100,81
COLD,CM,25,Urchins Only,N+,6,10,81,18,0,1,0,0,0,0,0,0,0,100,82
COLD,CM,25,Urchins Only,N+,7,11,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,25,Urchins Only,N+,8,12,66,28,0,6,0,0,0,0,0,0,0,100,72
COLD,CM,25,Urchins Only,N+,9,13,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,25,Urchins Only,N+,10,14,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,26,Urchins Only,N+,1,5,79,4,0,17,0,0,0,0,0,0,0,100,96
COLD,CM,26,Urchins Only,N+,2,6,54,14,0,32,0,0,0,0,0,0,0,100,86
COLD,CM,26,Urchins Only,N+,3,7,74,2,0,24,0,0,0,0,0,0,0,100,98
COLD,CM,26,Urchins Only,N+,4,8,85,0,0,15,0,0,0,0,0,0,0,100,100
COLD,CM,26,Urchins Only,N+,5,9,75,19,0,6,0,0,0,0,0,0,0,100,81
COLD,CM,26,Urchins Only,N+,6,10,97,3,0,0,0,0,0,0,0,0,0,100,97
COLD,CM,26,Urchins Only,N+,7,11,99,1,0,0,0,0,0,0,0,0,0,100,99
COLD,CM,26,Urchins Only,N+,8,12,61,39,0,0,0,0,0,0,0,0,0,100,61
COLD,CM,26,Urchins Only,N+,9,13,92,6,0,0,2,0,0,0,0,0,0,100,94
COLD,CM,26,Urchins Only,N+,10,14,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,27,Fish only,N+,1,5,61,25,0,7,7,0,0,0,0,0,0,100,75
COLD,CM,27,Fish only,N+,2,6,63,29,0,0,8,0,0,0,0,0,0,100,71
COLD,CM,27,Fish only,N+,3,7,86,14,0,0,0,0,0,0,0,0,0,100,86
COLD,CM,27,Fish only,N+,4,8,89,6,0,0,5,0,0,0,0,0,0,100,94
COLD,CM,27,Fish only,N+,5,9,89,7,0,0,4,0,0,0,0,0,0,100,93
COLD,CM,27,Fish only,N+,6,10,77,10,0,0,13,0,0,0,0,0,0,100,90
COLD,CM,27,Fish only,N+,7,11,76,3,0,0,21,0,0,0,0,0,0,100,97
COLD,CM,27,Fish only,N+,8,12,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,27,Fish only,N+,9,13,95,5,0,0,0,0,0,0,0,0,0,100,95
COLD,CM,27,Fish only,N+,10,14,100,0,0,0,0,0,0,0,0,0,0,100,100
COLD,CM,28,All present,N+,1,5,55,27,15,0,0,0,0,0,3,0,0,100,70
COLD,CM,28,All present,N+,2,6,63,9,23,2,0,0,0,0,3,0,0,100,88
COLD,CM,28,All present,N+,3,7,47,32,3,0,0,0,0,0,18,0,0,100,50
COLD,CM,28,All present,N+,4,8,73,19,3,0,0,0,0,0,5,0,0,100,76
COLD,CM,28,All present,N+,5,9,78,20,0,0,0,0,0,0,2,0,0,100,78
COLD,CM,28,All present,N+,6,10,38,55,1,0,0,0,0,0,6,0,0,100,39
COLD,CM,28,All present,N+,7,11,70,25,5,0,0,0,0,0,0,0,0,100,75
COLD,CM,28,All present,N+,8,12,62,38,0,0,0,0,0,0,0,0,0,100,62
COLD,CM,28,All present,N+,9,13,51,45,4,0,0,0,0,0,0,0,0,100,55
COLD,CM,28,All present,N+,10,14,41,29,30,0,0,0,0,0,0,0,0,100,71
COLD,CM,29,All present,No N,1,5,73,23,4,0,0,0,0,0,0,0,0,100,77
COLD,CM,29,All present,No N,2,6,86,11,3,0,0,0,0,0,0,0,0,100,89
COLD,CM,29,All present,No N,3,7,74,21,0,0,0,0,0,0,5,0,0,100,74
COLD,CM,29,All present,No N,4,8,86,14,0,0,0,0,0,0,0,0,0,100,86
COLD,CM,29,All present,No N,5,9,93,7,0,0,0,0,0,0,0,0,0,100,93
COLD,CM,29,All present,No N,6,10,48,52,0,0,0,0,0,0,0,0,0,100,48
COLD,CM,29,All present,No N,7,11,91,9,0,0,0,0,0,0,0,0,0,100,91
COLD,CM,29,All present,No N,8,12,96,4,0,0,0,0,0,0,0,0,0,100,96
COLD,CM,29,All present,No N,9,13,73,27,0,0,0,0,0,0,0,0,0,100,73
COLD,CM,29,All present,No N,10,14,87,13,0,0,0,0,0,0,0,0,0,100,87
COLD,CM,30,None present,N+,1,5,44,12,44,0,0,0,0,0,0,0,0,100,88
COLD,CM,30,None present,N+,2,6,57,43,0,0,0,0,0,0,0,0,0,100,57
COLD,CM,30,None present,N+,3,7,68,11,21,0,0,0,0,0,0,0,0,100,89
COLD,CM,30,None present,N+,4,8,83,11,6,0,0,0,0,0,0,0,0,100,89
COLD,CM,30,None present,N+,5,9,90,10,0,0,0,0,0,0,0,0,0,100,90
